ClienteP;Codigo
ClienteReferido;CodPais
ClienteReferido;Dealer
ClienteReferido;ClienteNo
ClienteRelacionado;CodPais
ClienteRelacionado;Dealer
ClienteRelacionado;ClienteNo
Cobradores;Codigo
CodCaRem;CodPais
CodCaRem;Dealer
CodCaRem;Tipo
CodCaRem;Numero
CodCaRem;Correlativo
CodificacionChica;CodPais
CodificacionChica;Dealer
CodificacionChica;Tda
CodificacionChica;CompraNo
CodificacionChica;Correlativo
CodificacionCompra;CodPais
CodificacionCompra;Dealer
CodificacionCompra;Tda
CodificacionCompra;CompraNo
CodificacionCompra;Correlativo
CodificacionDepartamento;CodPais
CodificacionDepartamento;Dealer
CodificacionDepartamento;CodigoDevDesc
CodificacionDepartamento;Departamento
CodificacionEnlace;CodPais
CodificacionEnlace;Dealer
CodificacionIndividual;CodPais
CodificacionIndividual;Dealer
CodificacionIndividual;CodigoDevDesc
CodificacionIndividual;Empleado
CodificacionIndivudual;CodPais
CodificacionIndivudual;Dealer
CodificacionIndivudual;CodigoDevDesc
CodificacionIndivudual;Empleado
CodificacionProd;CodPais
CodificacionProd;Dealer
CodificacionProd;Linea
CodificacionProduccion;CodPais
CodificacionProduccion;Dealer
CodificacionProduccion;Linea
CodigoAguinaldo;CodPais
CodigoAguinaldo;Dealer
CodigoAguinaldo;Departamento
CodigoAguinaldo;Codigo
CodigoBarra;CodPais
CodigoBarra;Dealer
CodigoBarra;Codigo
CodigoBarra;CodBarra
CodigoCompra;CodPais
CodigoCompra;Dealer
CodigoCompra;Codigo
CodigoContenido;CodPais
CodigoContenido;Dealer
CodigoContenido;Codigo
CodigoContenido;Componente
CodigoProveedor;CodPais
CodigoProveedor;Dealer
CodigoProveedor;Codigo
CodigoProveedor;Proveedor
CodigosObservacion;CodPais
CodigosObservacion;Dealer
CodigosObservacion;Nota
CodigosReporte;CodPais
CodigosReporte;Dealer
CodigosReporte;Tipo
CodigosReporte;Columna
CodImportacion;CodPais
CodImportacion;Dealer
CodImportacion;ImportacionNo
CodImportacion;Codigo
CodIngreso;CodPais
CodIngreso;Dealer
CodIngreso;Origen
CodNcProveedores;CodPais
CodNcProveedores;Dealer
CodNcProveedores;Tda
CodNcProveedores;Proveedor
CodNcProveedores;No_NotaProveedor
CodNcProveedores;Serie
CodPlantaTda;CodPais
CodPlantaTda;CodigoPlanta
CodPlantaTda;CodigoTienda
CodPresupuestal;CodPais
CodPresupuestal;Dealer
CodPresupuestal;Codigo
CodxDepto;CodPais
CodxDepto;Dealer
CodxDepto;CodigoDevDesc
COFIDI;CodPais
COFIDI;Dealer
Colonia;CodPais
Colonia;Subzona
Colonia;Municipio
Colonia;ColoniaNo
Color;CodPais
Color;Dealer
Color;Color
ColorTempHerraje;CodPais
ColorTempHerraje;Dealer
ColorTempHerraje;Color
ColorTempHerraje;Usuario
Comentario;ComentarioId
ComidaAv;CodPais
ComidaAv;Dealer
ComidaAv;Serie
ComidaAv;OrdenNo
ComidaAv;Fecha
ComidaAv;Comida
ComidaAvTemp;CodPais
ComidaAvTemp;Dealer
ComidaAvTemp;Fecha
ComidaAvTemp;Comida
ComidaAvTemp;Granja
ComidaAvTemp;Galera
ComidaAvTemp;Usuario
Comision;CodPais
Comision;Dealer
Comision;Desde
Comision;Hasta
ComisionCxC;Usuario
ComisionCxC;TipoCliente
ComisionCxC;Dealer
ComisionCxC;Tda
Comisiones;CodPais
Comisiones;Dealer
Comisiones;Cargos
Comisiones;Razon
ComisionMarca;CodPais
ComisionMarca;Dealer
ComisionMarca;Marca
ComisionMarca;Desde
ComisionMarca;Hasta
Comite;CodPais
Comite;Dealer
ComplementoContrato;CodPais
ComplementoContrato;Dealer
ComplementoContrato;Departamento
